student_id,department,semester,course_load,study_hours_weekly,gpa,attendance_pct,has_internship,commute_minutes,scholarship
STU01071,Mathematics,Fall 2023,5,21.9,3.05,93.8,No,25,Need-based
STU01072,Computer Science,Fall 2024,4,15.7,2.74,61.7,Yes,33,Athletic
STU01073,Business,Spring 2024,6,14.6,2.23,69.5,Yes,12,Department
STU01074,Computer Science,Spring 2024,3,8.5,2.42,78.8,No,19,None
STU01075,Biology,Fall 2023,3,19.3,2.89,90.9,No,30,Athletic
STU01076,Mathematics,Spring 2024,3,6.8,2.14,87.5,No,31,Athletic
STU01077,Biology,Fall 2024,5,16.8,2.45,59.7,Yes,5,Merit
STU01078,Engineering,Spring 2024,3,30.8,3.78,50.2,Yes,13,Department
STU01079,Mathematics,Fall 2023,6,15.7,2.9,58.2,No,11,Merit
STU01080,Biology,Spring 2024,3,22.2,3.21,57.1,No,31,Need-based
STU01081,Engineering,Spring 2024,5,14.1,2.88,82.3,No,14,Department
STU01082,Biology,Spring 2024,6,18.7,3.62,66.5,Yes,36,Merit
STU01083,Computer Science,Fall 2023,5,18.9,3.22,92.7,No,25,None
STU01084,Business,Fall 2024,6,15.7,2.64,74.4,No,29,Need-based
STU01085,Computer Science,Spring 2024,5,20.6,3.33,87.8,No,25,None
STU01086,Computer Science,Fall 2024,6,13.5,2.55,76.1,No,26,Athletic
STU01087,Mathematics,Fall 2024,3,13.3,2.33,82.7,No,,Merit
STU01088,Business,Fall 2023,3,15.1,2.54,81.6,No,5,Need-based
STU01089,Engineering,Spring 2024,6,11.3,3.02,96.3,No,15,Athletic
STU01090,Biology,Fall 2023,5,13.9,2.39,89.0,No,25,Department
STU01091,Engineering,Fall 2023,5,21.3,3.19,86.2,No,28,Department
STU01092,Computer Science,Fall 2023,6,21.9,3.1,75.9,Yes,10,Athletic
STU01093,Computer Science,Fall 2023,3,17.7,2.41,74.2,No,29,None
STU01094,Computer Science,Fall 2023,6,7.1,1.71,70.5,No,15,Athletic
STU01095,Biology,Spring 2024,3,11.3,2.6,56.0,No,16,None
STU01096,Biology,Fall 2023,4,14.1,2.52,69.4,No,26,Merit
STU01097,Computer Science,Spring 2024,4,22.1,3.25,91.4,No,27,Merit
STU01098,Mathematics,Fall 2024,6,17.7,2.75,73.7,No,,None
STU01099,Computer Science,Fall 2023,5,15.8,3.37,50.3,Yes,12,Department
STU01100,Business,Spring 2024,6,12.4,2.4,84.0,No,5,Department
STU01101,Engineering,Fall 2023,4,18.2,2.81,84.1,No,39,Merit
STU01102,Computer Science,Fall 2024,6,18.2,2.69,78.6,No,5,Athletic
STU01103,Computer Science,Fall 2024,4,20.1,3.17,90.9,Yes,30,Merit
STU01104,Engineering,Spring 2024,4,22.9,3.41,84.5,Yes,33,Athletic
STU01105,Biology,Spring 2024,5,10.2,2.15,66.2,No,20,Need-based
STU01106,Mathematics,Fall 2023,6,22.1,3.05,99.4,No,31,Need-based
STU01107,Biology,Fall 2024,3,17.5,3.3,100,Yes,31,None
STU01108,Engineering,Spring 2024,4,20.5,3.47,75.0,No,,Department
STU01109,Engineering,Fall 2023,6,10.9,2.08,60.6,Yes,18,Need-based
STU01110,Engineering,Fall 2023,5,23.0,2.98,75.4,No,30,Merit
STU01111,Engineering,Fall 2024,5,18.4,2.74,60.3,No,32,Athletic
STU01112,Biology,Fall 2023,5,11.9,2.33,73.8,No,45,Merit
STU01113,Engineering,Spring 2024,5,12.6,2.99,99.3,No,36,Need-based
STU01114,Mathematics,Spring 2024,4,17.5,2.69,74.1,No,33,Department
STU01115,Business,Spring 2024,5,16.9,2.72,100,Yes,5,None
STU01116,Biology,Spring 2024,5,7.9,2.35,74.9,Yes,,Need-based
STU01117,Engineering,Fall 2023,6,16.3,2.72,56.4,No,16,Merit
STU01118,Computer Science,Fall 2023,5,12.6,2.89,89.5,Yes,5,Merit
STU01119,Business,Spring 2024,6,24.3,2.85,60.1,Yes,31,None
STU01120,Biology,Spring 2024,4,16.6,2.04,100,No,23,Department
STU01121,Engineering,Fall 2024,4,19.0,3.3,78.9,Yes,14,Merit
STU01122,Biology,Fall 2023,3,12.7,2.58,72.9,No,26,Athletic
STU01123,Engineering,Fall 2024,6,18.0,3.05,73.3,No,31,None
STU01124,Business,Fall 2023,6,20.1,3.04,62.1,No,23,Department
STU01125,Biology,Fall 2024,6,11.7,2.52,82.9,No,23,Merit
STU01126,Biology,Fall 2024,5,20.9,3.07,78.9,Yes,27,Need-based
STU01127,Mathematics,Fall 2023,5,22.8,2.89,73.6,No,24,Athletic
STU01128,Biology,Fall 2023,6,16.8,2.38,36.7,No,34,None
STU01129,Mathematics,Fall 2024,6,9.8,2.5,80.0,No,21,Department
STU01130,Mathematics,Spring 2024,3,26.0,3.0,57.8,No,32,Merit
STU01131,Mathematics,Fall 2023,5,15.6,2.69,89.1,No,21,Need-based
STU01132,Mathematics,Spring 2024,3,11.6,1.95,67.1,No,39,None
STU01133,Computer Science,Fall 2023,4,12.4,2.94,62.3,Yes,30,None
STU01134,Business,Fall 2024,4,14.9,3.13,51.0,No,5,Merit
STU01135,Mathematics,Spring 2024,6,19.7,3.01,84.2,No,14,Need-based
STU01136,Business,Fall 2023,5,10.3,2.14,95.2,No,15,Merit
STU01137,Biology,Spring 2024,4,23.1,3.19,60.3,Yes,7,Need-based
STU01138,Mathematics,Fall 2023,4,21.6,3.49,86.4,Yes,,Department
STU01139,Mathematics,Spring 2024,6,21.1,2.45,95.4,No,,Need-based
STU01140,Biology,Fall 2023,4,12.2,2.21,96.1,No,21,Department
STU01141,Biology,Fall 2023,6,14.0,2.55,65.3,No,29,Merit
STU01142,Computer Science,Spring 2024,3,11.2,2.18,67.6,No,,Merit
STU01143,Business,Fall 2024,4,23.7,3.62,92.0,Yes,16,Merit
STU01144,Business,Fall 2023,6,19.6,3.68,80.6,Yes,41,None
STU01145,Business,Fall 2024,5,15.4,2.12,76.6,No,15,None
STU01146,Computer Science,Spring 2024,3,26.0,3.18,60.3,No,46,Merit
STU01147,Mathematics,Fall 2024,5,9.2,2.13,72.7,No,25,Merit
STU01148,Biology,Fall 2023,3,23.0,3.2,82.1,Yes,30,Athletic
STU01149,Computer Science,Fall 2023,5,22.0,3.34,63.9,No,31,Athletic
STU01150,Mathematics,Fall 2024,5,9.3,2.58,92.4,No,38,Athletic
STU01151,Business,Spring 2024,3,4.9,2.36,70.8,No,31,Athletic
STU01152,Engineering,Fall 2024,4,23.5,2.34,76.4,No,5,None
STU01153,Engineering,Fall 2023,6,11.9,2.47,82.0,Yes,15,Merit
STU01154,Mathematics,Fall 2023,4,18.5,2.57,79.2,No,17,Department
STU01155,Engineering,Fall 2024,4,15.1,2.63,73.9,Yes,23,None
STU01156,Business,Fall 2023,6,18.3,2.81,87.1,No,5,Need-based
STU01157,Engineering,Fall 2024,4,16.7,2.76,95.2,No,20,Athletic
STU01158,Engineering,Fall 2023,6,12.0,2.59,59.9,No,29,Department
STU01159,Computer Science,Spring 2024,6,17.9,2.6,91.8,No,28,Athletic
STU01160,Business,Spring 2024,5,19.1,3.07,80.8,No,19,None
STU01161,Computer Science,Spring 2024,3,17.1,2.7,93.3,No,29,Department
STU01162,Engineering,Fall 2024,6,21.9,3.16,80.4,No,37,Department
STU01163,Biology,Spring 2024,4,19.9,2.8,88.1,No,39,Need-based
STU01164,Business,Fall 2023,3,9.8,2.98,62.5,No,56,Merit
STU01165,Computer Science,Fall 2023,4,13.6,2.63,86.7,No,25,Merit
STU01166,Engineering,Spring 2024,5,14.7,2.8,89.8,No,5,Need-based
STU01167,Computer Science,Fall 2023,6,19.0,2.81,79.9,No,26,Merit
STU01168,Business,Fall 2024,6,21.8,3.01,84.3,No,23,Merit
STU01169,Mathematics,Fall 2024,3,14.3,2.64,77.5,No,23,Merit
STU01170,Biology,Spring 2024,6,4.9,2.7,80.5,No,23,Department
STU01171,Engineering,Fall 2024,4,2.5,2.11,86.7,No,24,None
STU01172,Computer Science,Fall 2024,6,14.7,2.72,94.0,No,19,Merit
STU01173,Biology,Fall 2024,6,11.1,2.84,77.3,No,,Athletic
STU01174,Business,Spring 2024,5,14.6,2.57,90.8,No,,Need-based
STU01175,Biology,Fall 2023,6,14.7,3.2,85.7,No,32,Need-based
STU01176,Mathematics,Spring 2024,5,5.5,1.49,51.8,No,14,Merit
STU01177,Engineering,Fall 2024,5,26.3,2.99,91.8,No,13,Athletic
STU01178,Biology,Fall 2024,6,14.3,2.6,76.4,No,22,Need-based
STU01179,Computer Science,Spring 2024,5,17.7,2.74,90.1,No,24,Merit
STU01180,Business,Spring 2024,6,19.2,2.93,88.1,Yes,33,Merit
STU01181,Biology,Fall 2023,4,12.4,2.38,70.4,No,49,Athletic
STU01182,Computer Science,Fall 2023,4,15.9,2.52,90.8,Yes,22,Merit
STU01183,Business,Fall 2023,5,18.0,2.79,65.1,No,57,Need-based
STU01184,Computer Science,Spring 2024,4,9.5,2.81,74.4,Yes,37,Merit
STU01185,Computer Science,Spring 2024,6,13.2,2.52,59.4,Yes,28,Merit
STU01186,Engineering,Fall 2023,5,14.5,2.27,84.1,No,35,Merit
STU01187,Mathematics,Fall 2023,4,11.5,2.82,87.8,No,37,Merit
STU01188,Biology,Fall 2024,6,17.7,3.1,73.5,No,15,None
STU01189,Engineering,Spring 2024,4,23.2,3.55,80.1,Yes,29,Department
STU01190,Mathematics,Fall 2024,5,15.5,2.63,69.8,Yes,30,None
STU01191,Engineering,Fall 2023,3,16.6,2.62,73.9,No,24,Department
STU01192,Business,Spring 2024,6,10.1,2.85,81.6,No,30,Athletic
STU01193,Business,Fall 2024,4,16.8,2.9,80.2,No,21,None
STU01194,Engineering,Fall 2024,3,20.3,2.92,66.1,No,17,None
STU01195,Business,Fall 2023,6,20.0,2.91,70.1,No,5,Merit
STU01196,Biology,Fall 2023,4,18.2,2.49,94.5,No,19,None
STU01197,Mathematics,Fall 2023,5,8.9,2.6,72.1,No,,None
STU01198,Biology,Fall 2024,5,19.4,3.13,70.2,Yes,,Department
STU01199,Engineering,Fall 2023,5,17.6,2.83,100,Yes,18,Merit
STU01200,Computer Science,Spring 2024,3,16.5,3.27,76.6,No,19,Need-based
STU01201,Computer Science,Fall 2023,4,10.5,2.86,72.3,No,23,Merit
STU01202,Mathematics,Fall 2024,3,16.7,2.36,98.9,No,5,Athletic
STU01203,Business,Fall 2024,3,6.8,2.41,39.5,No,38,Department
STU01204,Biology,Fall 2024,3,10.7,2.85,77.6,Yes,38,Department
STU01205,Mathematics,Spring 2024,5,8.2,2.64,81.8,No,24,Athletic
STU01206,Engineering,Fall 2023,6,10.7,2.98,70.6,No,5,Merit
STU01207,Mathematics,Spring 2024,3,13.0,3.37,59.0,No,22,None
STU01208,Engineering,Fall 2024,3,10.9,2.95,65.4,Yes,,None
STU01209,Biology,Spring 2024,3,26.2,2.44,100,No,36,None
STU01210,Mathematics,Fall 2023,3,17.1,2.29,86.1,No,24,Athletic
STU01211,Biology,Spring 2024,3,21.1,2.99,65.2,No,40,None
STU01212,Computer Science,Spring 2024,6,16.0,2.25,93.2,No,28,Department
STU01213,Computer Science,Spring 2024,4,8.7,2.69,70.9,Yes,31,Merit
STU01214,Business,Fall 2024,3,14.6,2.28,61.5,No,28,Merit
STU01215,Computer Science,Fall 2023,6,14.4,2.56,83.2,No,15,Athletic
STU01216,Computer Science,Spring 2024,4,21.5,3.3,86.4,No,9,Department
STU01217,Biology,Spring 2024,5,12.3,2.87,52.0,Yes,,Merit
STU01218,Engineering,Fall 2023,4,14.0,2.25,81.8,No,,Need-based
STU01219,Business,Fall 2024,6,26.4,3.16,98.9,No,21,Merit
STU01220,Biology,Spring 2024,6,21.1,2.99,69.9,No,12,Athletic
STU01221,Computer Science,Spring 2024,5,6.6,2.3,79.9,Yes,28,Department
STU01222,Biology,Spring 2024,3,16.1,2.7,67.7,Yes,31,None
STU01223,Biology,Spring 2024,4,7.9,2.65,71.4,Yes,14,None
STU01224,Mathematics,Spring 2024,3,14.7,2.99,80.4,Yes,45,Merit
STU01225,Mathematics,Fall 2024,5,11.8,2.49,60.1,Yes,19,Need-based
STU01226,Computer Science,Fall 2023,3,19.5,3.24,83.5,Yes,34,Need-based
STU01227,Engineering,Spring 2024,4,2.8,2.6,75.8,No,47,Merit
STU01228,Engineering,Fall 2024,6,14.4,2.43,76.7,Yes,27,None
STU01229,Biology,Fall 2024,3,13.0,2.59,87.5,No,14,Department
STU01230,Biology,Fall 2024,5,9.1,2.18,71.2,No,13,Merit
STU01231,Business,Fall 2023,4,21.1,2.87,85.0,No,30,Department
STU01232,Engineering,Fall 2023,4,11.4,2.49,87.6,No,25,Department
STU01233,Engineering,Fall 2024,4,13.2,2.33,83.1,No,40,None
STU01234,Business,Spring 2024,3,11.6,2.39,90.9,No,22,Athletic
STU01235,Biology,Fall 2024,4,20.9,2.99,61.1,No,29,Merit
STU01236,Mathematics,Fall 2024,3,11.9,2.43,79.7,No,32,Department
STU01237,Business,Fall 2024,3,8.6,2.29,78.8,No,19,None
STU01238,Business,Spring 2024,5,21.3,3.27,76.2,Yes,22,Department
STU01239,Business,Fall 2024,4,9.6,3.03,69.0,No,21,Department
STU01240,Computer Science,Spring 2024,4,11.2,3.19,100,Yes,13,Merit
STU01241,Engineering,Fall 2023,5,10.7,2.64,84.7,No,20,Merit
STU01242,Business,Fall 2024,3,15.4,2.74,72.6,No,22,Department
STU01243,Business,Fall 2023,4,10.2,2.9,95.6,No,35,Athletic
STU01244,Computer Science,Fall 2024,6,14.8,2.86,89.1,No,,Need-based
STU01245,Business,Spring 2024,4,15.1,3.62,71.6,No,,Athletic
STU01246,Biology,Spring 2024,3,21.1,2.77,72.3,No,30,Need-based
STU01247,Business,Fall 2024,6,11.3,2.57,96.3,No,,Merit
STU01248,Computer Science,Fall 2023,4,20.9,2.36,77.5,No,12,Need-based
STU01249,Business,Fall 2023,3,3.2,2.29,72.8,No,,Athletic
STU01250,Biology,Fall 2023,5,14.2,1.99,78.2,No,12,Need-based
STU01251,Business,Fall 2024,3,15.8,3.13,84.5,Yes,40,Department
STU01252,Business,Fall 2023,4,17.4,3.02,100,No,43,Need-based
STU01253,Mathematics,Fall 2023,4,25.7,2.85,89.5,No,45,Need-based
STU01254,Engineering,Fall 2024,5,25.3,3.14,95.6,Yes,27,Need-based
STU01255,Mathematics,Fall 2024,3,2.6,2.3,68.4,No,26,Athletic
STU01256,Mathematics,Fall 2023,4,10.7,2.71,100,No,9,Need-based
STU01257,Biology,Fall 2024,5,12.1,3.52,86.1,Yes,29,Need-based
STU01258,Engineering,Spring 2024,3,18.7,3.34,85.4,No,26,Need-based
STU01259,Mathematics,Spring 2024,3,15.4,2.54,85.8,Yes,36,Athletic
STU01260,Computer Science,Fall 2023,5,18.7,2.38,64.1,No,30,Athletic
STU01261,Biology,Fall 2023,3,7.2,2.38,74.4,No,22,Merit
STU01262,Biology,Spring 2024,5,31.2,3.81,100,No,37,Athletic
STU01263,Business,Fall 2023,3,19.2,3.07,79.4,Yes,33,Need-based
STU01264,Business,Spring 2024,4,8.1,2.26,64.3,No,19,Department
STU01265,Business,Spring 2024,3,18.4,3.35,76.7,No,30,Merit
STU01266,Mathematics,Spring 2024,4,9.6,2.96,83.6,Yes,18,Department
STU01267,Business,Fall 2023,5,9.1,2.29,81.8,No,,Athletic
STU01268,Mathematics,Fall 2023,5,14.1,2.64,61.3,No,32,None
STU01269,Biology,Fall 2023,6,8.5,2.53,99.2,No,22,Merit
STU01270,Mathematics,Spring 2024,3,13.2,2.51,88.2,No,30,Athletic
STU01271,Computer Science,Fall 2023,6,9.9,2.39,80.4,No,,Athletic
STU01272,Engineering,Fall 2023,3,4.5,2.45,69.3,No,29,Department
STU01273,Computer Science,Fall 2024,4,22.4,3.04,80.5,Yes,11,Merit
STU01274,Mathematics,Fall 2024,5,14.8,2.98,66.6,No,43,Need-based
STU01275,Biology,Spring 2024,5,11.5,2.74,94.7,Yes,25,Department
STU01276,Engineering,Spring 2024,6,10.0,2.89,83.3,Yes,56,Need-based
STU01277,Engineering,Spring 2024,5,20.1,2.67,72.3,Yes,20,Merit
STU01278,Mathematics,Fall 2024,6,8.8,2.22,74.5,No,19,Merit
STU01279,Mathematics,Fall 2024,5,7.0,2.24,92.4,No,21,Athletic
STU01280,Engineering,Fall 2024,4,9.3,2.83,83.3,No,16,Department
STU01281,Biology,Spring 2024,6,19.2,2.97,87.0,No,29,Department
STU01282,Mathematics,Fall 2023,6,9.6,2.57,77.0,No,,Athletic
STU01283,Biology,Spring 2024,5,5.3,2.65,90.8,Yes,52,Department
STU01284,Mathematics,Fall 2024,6,16.0,3.0,67.4,No,30,Athletic
STU01285,Mathematics,Spring 2024,5,15.1,2.8,66.7,No,20,Athletic
STU01286,Business,Spring 2024,5,9.2,2.4,60.3,Yes,49,Merit
STU01287,Biology,Fall 2023,4,14.6,2.93,83.5,No,48,Merit
STU01288,Engineering,Spring 2024,4,17.4,2.42,76.3,No,45,Need-based
STU01289,Mathematics,Fall 2023,6,21.8,3.28,77.1,No,33,None
STU01290,Biology,Spring 2024,4,16.1,2.72,45.3,No,18,Department
STU01291,Business,Fall 2024,3,6.1,2.12,87.6,No,61,Athletic
STU01292,Engineering,Fall 2023,5,11.7,2.4,73.4,No,20,Need-based
STU01293,Mathematics,Fall 2024,6,13.7,2.54,89.7,Yes,9,Need-based
STU01294,Engineering,Fall 2023,5,12.1,1.86,81.7,No,33,Department
STU01295,Mathematics,Fall 2024,6,24.6,3.47,72.1,No,14,Merit
STU01296,Business,Spring 2024,4,16.6,3.18,80.0,Yes,20,Athletic
STU01297,Engineering,Fall 2023,3,12.2,2.64,99.1,No,23,Need-based
STU01298,Computer Science,Spring 2024,6,9.0,2.17,81.5,No,16,Need-based
STU01299,Business,Fall 2023,4,20.1,3.28,45.2,No,28,None
STU01300,Business,Fall 2023,5,9.3,2.55,97.9,No,5,Need-based
STU01301,Biology,Fall 2024,6,10.6,2.23,69.3,Yes,20,Merit
STU01302,Mathematics,Spring 2024,6,21.8,2.93,91.8,No,26,None
STU01303,Computer Science,Fall 2023,6,23.7,3.29,75.2,Yes,34,Merit
STU01304,Business,Fall 2023,4,20.6,2.65,77.5,No,24,Athletic
STU01305,Engineering,Fall 2024,6,12.9,2.09,71.9,No,35,Need-based
STU01306,Computer Science,Fall 2023,3,13.0,2.31,91.8,Yes,32,Merit
STU01307,Business,Fall 2023,3,19.9,3.33,66.7,No,35,Athletic
STU01308,Computer Science,Fall 2023,4,16.6,2.45,72.1,No,41,Merit
STU01309,Mathematics,Fall 2023,5,13.4,2.7,82.0,No,23,Athletic
STU01310,Computer Science,Fall 2024,6,4.3,2.49,75.7,No,30,Need-based
STU01311,Engineering,Spring 2024,5,26.4,3.3,85.1,No,47,None
STU01312,Computer Science,Fall 2023,3,4.0,1.66,91.5,No,38,Merit
STU01313,Biology,Fall 2023,4,2.8,2.01,75.7,No,39,Department
STU01314,Engineering,Fall 2024,5,14.1,2.38,87.9,No,19,Merit
STU01315,Business,Fall 2023,3,20.2,3.07,54.3,Yes,14,Need-based
STU01316,Mathematics,Fall 2023,5,18.2,3.12,66.6,No,12,Need-based
STU01317,Engineering,Spring 2024,5,15.2,3.03,69.2,No,39,None
STU01318,Computer Science,Spring 2024,4,14.0,3.14,77.0,Yes,14,None
STU01319,Computer Science,Spring 2024,4,15.3,3.16,90.0,No,6,Need-based
STU01320,Biology,Spring 2024,3,16.7,2.9,77.4,No,25,None
STU01321,Biology,Fall 2024,5,8.4,2.56,94.2,No,24,None
STU01322,Engineering,Fall 2023,3,18.3,2.97,63.5,No,,Need-based
STU01323,Computer Science,Fall 2024,6,19.2,3.49,78.7,No,28,Need-based
STU01324,Mathematics,Fall 2023,6,22.6,3.25,64.8,Yes,19,Need-based
STU01325,Biology,Fall 2023,6,17.3,2.81,70.7,Yes,23,Athletic
STU01326,Engineering,Fall 2023,5,10.0,2.95,69.9,Yes,24,Merit
STU01327,Biology,Fall 2023,3,14.7,2.54,74.7,No,26,Department
STU01328,Engineering,Fall 2023,6,23.7,3.37,69.1,Yes,29,Athletic
STU01329,Biology,Fall 2023,3,22.7,3.23,62.8,No,6,Merit
STU01330,Engineering,Spring 2024,6,4.7,2.72,100,No,32,Athletic
STU01331,Biology,Spring 2024,5,8.8,2.16,60.5,No,18,Athletic
STU01332,Biology,Spring 2024,6,7.4,1.69,88.8,No,17,Need-based
STU01333,Mathematics,Fall 2024,6,20.7,3.24,72.5,No,18,Department
STU01334,Computer Science,Spring 2024,3,11.0,2.86,94.3,No,5,Department
STU01335,Engineering,Fall 2023,3,10.7,3.22,80.1,No,22,Athletic
STU01336,Business,Spring 2024,3,5.4,2.97,78.6,No,47,Merit
STU01337,Business,Fall 2023,3,12.9,3.0,59.3,No,12,None
STU01338,Computer Science,Fall 2023,5,11.0,2.25,91.5,No,35,Department
STU01339,Computer Science,Spring 2024,5,16.4,3.16,69.9,No,16,Department
STU01340,Computer Science,Fall 2023,4,17.2,2.72,84.9,Yes,21,None
STU01341,Engineering,Fall 2023,5,6.1,2.55,92.3,No,5,None
STU01342,Engineering,Fall 2024,3,13.5,2.19,77.7,No,28,None
STU01343,Biology,Fall 2023,5,2.3,2.87,79.2,Yes,21,Athletic
STU01344,Business,Fall 2023,4,19.3,2.69,66.8,No,15,Athletic
STU01345,Mathematics,Fall 2024,6,12.5,2.35,72.6,No,41,None
STU01346,Mathematics,Fall 2024,4,6.4,2.84,90.9,No,32,None
STU01347,Mathematics,Fall 2024,3,15.3,2.83,53.3,No,57,Merit
STU01348,Engineering,Fall 2024,3,15.4,2.67,87.6,No,22,Department
STU01349,Computer Science,Fall 2024,6,8.7,1.97,63.8,No,,None
STU01350,Biology,Fall 2024,4,9.4,2.67,69.9,No,,None
STU01351,Business,Fall 2023,4,21.7,3.05,62.6,No,38,Department
STU01352,Engineering,Spring 2024,6,16.0,3.19,100,Yes,36,Department
STU01353,Mathematics,Fall 2024,5,22.7,3.57,100,No,24,Department
STU01354,Mathematics,Fall 2024,5,7.6,2.5,80.8,No,21,Athletic
STU01355,Biology,Fall 2023,6,13.1,2.58,91.8,Yes,44,Athletic
STU01356,Mathematics,Spring 2024,4,14.2,2.59,68.4,Yes,,Department
STU01357,Mathematics,Fall 2023,5,13.1,2.85,95.6,No,,Need-based
STU01358,Engineering,Fall 2024,3,10.6,2.43,86.7,No,21,Department
STU01359,Computer Science,Fall 2023,3,27.1,3.34,76.3,No,12,Department
STU01360,Engineering,Spring 2024,4,15.0,2.95,88.3,No,21,Need-based
STU01361,Biology,Spring 2024,3,19.4,2.92,68.4,No,9,Merit
STU01362,Business,Spring 2024,5,21.1,3.0,84.4,No,,Need-based
STU01363,Biology,Fall 2023,4,1.7,2.02,66.5,No,21,Department
STU01364,Engineering,Fall 2023,6,24.3,2.76,61.7,No,39,Merit
STU01365,Engineering,Spring 2024,6,21.3,2.81,43.5,Yes,36,Athletic
STU01366,Engineering,Spring 2024,6,24.7,3.44,82.2,No,15,Athletic
STU01367,Biology,Fall 2023,6,19.4,2.97,75.9,No,30,None
STU01368,Computer Science,Fall 2024,5,18.0,2.99,46.6,No,29,Merit
STU01369,Mathematics,Fall 2024,4,4.3,1.91,69.5,No,36,Department
STU01370,Computer Science,Fall 2023,5,11.4,2.58,49.9,Yes,29,Merit
STU01371,Biology,Fall 2023,3,9.3,2.61,76.1,No,38,Department
STU01372,Engineering,Fall 2024,3,31.1,3.77,72.9,No,14,None
STU01373,Engineering,Fall 2023,4,13.9,3.22,90.3,Yes,37,Athletic
STU01374,Engineering,Spring 2024,3,9.5,2.07,64.3,No,32,Department
STU01375,Biology,Spring 2024,3,20.5,3.14,95.0,No,24,Need-based
STU01376,Biology,Spring 2024,5,14.9,2.97,73.4,No,12,Athletic
STU01377,Computer Science,Fall 2024,5,7.9,2.12,60.3,No,5,Athletic
STU01378,Biology,Spring 2024,4,17.4,2.78,78.2,No,36,None
STU01379,Computer Science,Fall 2024,3,1.8,1.98,81.5,No,31,Department
STU01380,Biology,Fall 2024,3,19.3,3.39,67.6,No,20,Department
STU01381,Biology,Spring 2024,6,28.0,2.82,86.5,No,21,None
STU01382,Mathematics,Fall 2024,3,12.3,2.42,55.3,No,17,Merit
STU01383,Biology,Fall 2024,3,25.0,3.43,96.2,Yes,14,Department
STU01384,Biology,Fall 2023,3,18.2,2.82,81.4,No,31,Need-based
STU01385,Engineering,Fall 2023,4,21.1,3.26,89.1,No,29,Department
STU01386,Engineering,Fall 2024,3,20.5,2.94,66.1,Yes,,Department
STU01387,Engineering,Spring 2024,3,4.8,2.31,60.4,No,32,Department
STU01388,Engineering,Fall 2023,3,15.1,2.92,84.6,No,36,Athletic
STU01389,Engineering,Fall 2024,6,19.6,2.98,81.8,Yes,11,None
STU01390,Computer Science,Fall 2023,3,14.7,2.63,73.6,No,44,Department
STU01391,Computer Science,Spring 2024,3,15.4,3.01,86.2,No,9,Athletic
STU01392,Engineering,Fall 2023,4,10.6,2.99,71.7,No,,Department
STU01393,Computer Science,Fall 2023,4,15.2,2.75,78.2,No,26,Merit
STU01394,Computer Science,Spring 2024,4,9.7,2.93,99.8,No,37,Athletic
STU01395,Computer Science,Fall 2023,4,10.2,2.29,56.1,Yes,19,Department
STU01396,Computer Science,Fall 2023,6,9.5,2.42,57.7,No,29,Merit
STU01397,Biology,Fall 2024,3,11.7,2.57,77.0,No,18,Need-based
STU01398,Business,Fall 2023,5,1.3,2.68,83.6,No,12,Merit
STU01399,Engineering,Fall 2024,3,12.9,2.38,72.2,No,30,Merit
STU01400,Computer Science,Fall 2023,5,20.8,2.59,66.6,No,7,Department
STU01401,Mathematics,Spring 2024,4,14.9,3.04,45.6,Yes,28,None
STU01402,Engineering,Spring 2024,4,7.9,2.21,77.5,No,46,Athletic
STU01403,Biology,Fall 2023,5,20.4,3.06,71.9,No,26,Department
STU01404,Business,Spring 2024,5,10.0,2.99,73.1,No,32,None
STU01405,Engineering,Spring 2024,3,24.6,3.4,95.7,No,9,Department
STU01406,Computer Science,Fall 2024,3,15.9,2.32,78.1,No,18,Merit
STU01407,Computer Science,Fall 2024,4,9.7,2.53,69.8,No,25,Need-based
STU01408,Biology,Spring 2024,6,14.8,2.93,74.6,No,27,Merit
STU01409,Business,Fall 2023,5,17.7,2.39,81.8,No,29,Department
STU01410,Business,Fall 2024,6,24.5,3.24,95.3,No,44,Merit
STU01411,Mathematics,Fall 2024,6,15.9,2.6,100,No,,Athletic
STU01412,Biology,Fall 2024,3,23.6,2.83,80.6,No,43,Merit
STU01413,Mathematics,Fall 2024,4,8.1,2.26,74.4,No,17,None
STU01414,Biology,Fall 2023,3,23.7,3.33,78.8,Yes,50,None
STU01415,Engineering,Fall 2023,6,22.2,2.74,62.9,No,24,None
STU01416,Mathematics,Fall 2024,3,16.8,3.24,71.0,Yes,27,Department
STU01417,Engineering,Spring 2024,6,5.1,2.42,83.7,No,31,Department
STU01418,Biology,Fall 2023,5,19.8,3.01,74.4,No,29,Athletic
STU01419,Computer Science,Fall 2023,4,14.6,2.79,82.3,No,43,Department
STU01420,Business,Fall 2023,4,11.2,2.69,73.3,No,41,Athletic
STU01421,Computer Science,Spring 2024,3,25.1,3.11,59.6,No,11,None
STU01422,Computer Science,Fall 2024,3,6.6,2.33,78.4,No,16,Merit
STU01423,Mathematics,Fall 2024,4,18.8,2.95,72.3,Yes,44,Merit
STU01424,Business,Spring 2024,6,6.2,2.12,92.8,No,29,None
STU01425,Computer Science,Fall 2024,4,15.1,2.99,78.2,No,33,None
STU01426,Mathematics,Fall 2024,5,10.2,2.69,58.4,Yes,,Need-based
STU01427,Engineering,Fall 2023,3,10.7,2.44,61.7,No,9,Department
STU01428,Business,Fall 2024,5,9.7,2.53,83.0,Yes,16,Athletic
